"taxon"	"dataset"	"level"	"phase"	"val_min_gene_length"	"val_max_gene_length"	"val_mean_gene_length"	"val_num_samples"	"train_min_gene_length"	"train_max_gene_length"	"train_mean_gene_length"	"train_num_samples"	"min_gene_length"	"max_gene_length"	"mean_gene_length"	"num_samples"	"genus_confusion"	"species_confusion"
"Halyzia"	"Coccinellidae"	"genus"	"train"	658	658	658	2	594	658	653.243243243243	37	594	658	653.48717948718	39	0	NA
"Halyzia_sedecimguttata"	"Coccinellidae"	"species"	"train"	658	658	658	2	594	658	653.243243243243	37	594	658	653.48717948718	39	NA	0
"Harmonia"	"Coccinellidae"	"genus"	"train"	588	658	646.333333333333	6	334	658	580.392045454545	176	334	658	582.565934065934	182	0	NA
"Harmonia_axyridis"	"Coccinellidae"	"species"	"train"	588	658	623	2	334	658	578.620481927711	166	334	658	579.14880952381	168	NA	0
"Harmonia_dimidiata"	"Coccinellidae"	"species"	"train"	658	658	658	2	471	592	548.5	4	471	658	585	6	NA	0
"Harmonia_quadripunctata"	"Coccinellidae"	"species"	"train"	658	658	658	2	614	658	650.666666666667	6	614	658	652.5	8	NA	0
"Helichrysum"	"Asteraceae"	"genus"	"train"	552	553	552.5	4	521	553	542	6	521	553	546.2	10	0	NA
"Helichrysum_glumaceum"	"Asteraceae"	"species"	"train"	552	553	552.5	4	521	553	542	6	521	553	546.2	10	NA	0
"Heliophorus"	"Lycaenidae"	"genus"	"train"	658	658	658	2	628	658	653.142857142857	7	628	658	654.222222222222	9	0	NA
"Heliophorus_sena"	"Lycaenidae"	"species"	"train"	658	658	658	2	628	658	653.142857142857	7	628	658	654.222222222222	9	NA	0
"Hemiargus"	"Lycaenidae"	"genus"	"train"	658	658	658	4	562	658	649.416666666667	12	562	658	651.5625	16	0	NA
"Hemiargus_BioLep41"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	5	658	658	658	7	NA	0
"Hemiargus_ceraunus"	"Lycaenidae"	"species"	"train"	658	658	658	2	562	658	643.285714285714	7	562	658	646.555555555556	9	NA	0
"Henosepilachna"	"Coccinellidae"	"genus"	"train"	452	658	559	4	505	658	615.166666666667	12	452	658	601.125	16	0	NA
"Henosepilachna_septima"	"Coccinellidae"	"species"	"train"	452	655	553.5	2	505	655	612.333333333333	6	452	655	597.625	8	NA	0
"Henosepilachna_vigintioctopunctata"	"Coccinellidae"	"species"	"train"	471	658	564.5	2	561	658	618	6	471	658	604.625	8	NA	0
"Hesperostipa"	"Poaceae"	"genus"	"train"	552	603	577.5	8	549	603	579.875	16	549	603	579.083333333333	24	0.5	NA
"Hesperostipa_comata"	"Poaceae"	"species"	"train"	603	603	603	4	553	603	589.666666666667	12	553	603	593	16	NA	0
"Hesperostipa_spartea"	"Poaceae"	"species"	"train"	552	552	552	4	549	552	550.5	4	549	552	551.25	8	NA	0.5
"Hieracium"	"Asteraceae"	"genus"	"train"	512	607	550.333333333333	36	509	607	552.0625	96	509	607	551.590909090909	132	0.666666666666667	NA
"Hieracium_albiflorum"	"Asteraceae"	"species"	"train"	552	552	552	4	548	552	551	8	548	552	551.333333333333	12	NA	0
"Hieracium_aurantiacum"	"Asteraceae"	"species"	"train"	540	548	544	4	529	607	552.454545454545	22	529	607	551.153846153846	26	NA	0.0555555555555556
"Hieracium_caespitosum"	"Asteraceae"	"species"	"train"	552	552	552	4	545	607	558.5	16	545	607	557.2	20	NA	0.111111111111111
"Hieracium_gracile"	"Asteraceae"	"species"	"train"	552	552	552	4	522	552	546	10	522	552	547.714285714286	14	NA	0.111111111111111
"Hieracium_gronovii"	"Asteraceae"	"species"	"train"	553	553	553	4	553	561	555.666666666667	6	553	561	554.6	10	NA	0.111111111111111
"Hieracium_piloselloides"	"Asteraceae"	"species"	"train"	553	607	580	4	553	553	553	4	553	607	566.5	8	NA	0.111111111111111
"Hieracium_umbellatum"	"Asteraceae"	"species"	"train"	552	552	552	4	552	569	554.428571428571	14	552	569	553.888888888889	18	NA	0
"Hieracium_venosum"	"Asteraceae"	"species"	"train"	520	552	536	4	509	552	539.75	8	509	552	538.5	12	NA	0.111111111111111
"Hieracium_vulgatum"	"Asteraceae"	"species"	"train"	512	552	532	4	551	552	551.75	8	512	552	545.166666666667	12	NA	0.0555555555555556
"Hippodamia"	"Coccinellidae"	"genus"	"train"	307	658	610.611111111111	18	473	658	640.005	200	307	658	637.577981651376	218	0	NA
"Hippodamia_alpina"	"Coccinellidae"	"species"	"train"	658	658	658	2	658	658	658	4	658	658	658	6	NA	0
"Hippodamia_arctica"	"Coccinellidae"	"species"	"train"	658	658	658	2	615	658	636.5	2	615	658	647.25	4	NA	0
"Hippodamia_convergens"	"Coccinellidae"	"species"	"train"	658	658	658	2	473	658	651.344827586207	87	473	658	651.494382022472	89	NA	0
"Hippodamia_glacialis"	"Coccinellidae"	"species"	"train"	629	658	643.5	2	535	658	592.8	5	535	658	607.285714285714	7	NA	0
"Hippodamia_notata"	"Coccinellidae"	"species"	"train"	658	658	658	2	658	658	658	22	658	658	658	24	NA	0
"Hippodamia_parenthesis"	"Coccinellidae"	"species"	"train"	636	658	647	2	564	658	638.71052631579	38	564	658	639.125	40	NA	0
"Hippodamia_tredecimpunctata"	"Coccinellidae"	"species"	"train"	558	658	608	2	630	658	654.888888888889	9	558	658	646.363636363636	11	NA	0
"Hippodamia_undecimnotata"	"Coccinellidae"	"species"	"train"	658	658	658	2	560	658	632.8	5	560	658	640	7	NA	0
"Hippodamia_variegata"	"Coccinellidae"	"species"	"train"	307	307	307	2	498	658	595	28	307	658	575.8	30	NA	0
"Holcus"	"Poaceae"	"genus"	"train"	542	542	542	4	542	549	545.5	4	542	549	543.75	8	0	NA
"Holcus_lanatus"	"Poaceae"	"species"	"train"	542	542	542	4	542	549	545.5	4	542	549	543.75	8	NA	0
"Hordeum"	"Poaceae"	"genus"	"train"	542	552	548.75	16	517	603	558.305555555556	72	517	603	556.568181818182	88	0.25	NA
"Hordeum_jubatum"	"Poaceae"	"species"	"train"	552	552	552	4	517	553	548.818181818182	22	517	553	549.307692307692	26	NA	0
"Hordeum_marinum"	"Poaceae"	"species"	"train"	542	552	547	4	571	580	575.5	4	542	580	561.25	8	NA	0.25
"Hordeum_murinum"	"Poaceae"	"species"	"train"	546	550	548	4	542	603	566.666666666667	30	542	603	564.470588235294	34	NA	0
"Hordeum_vulgare"	"Poaceae"	"species"	"train"	546	550	548	4	549	558	551.375	16	546	558	550.7	20	NA	0
"Hyperaspis"	"Coccinellidae"	"genus"	"train"	567	658	620.166666666667	6	513	658	606.058823529412	17	513	658	609.739130434783	23	0.333333333333333	NA
"Hyperaspis_binotata"	"Coccinellidae"	"species"	"train"	567	620	593.5	2	513	658	579.7	10	513	658	582	12	NA	0
"Hyperaspis_lateralis"	"Coccinellidae"	"species"	"train"	588	658	623	2	588	658	638	5	588	658	633.714285714286	7	NA	0
"Hyperaspis_proba"	"Coccinellidae"	"species"	"train"	630	658	644	2	658	658	658	2	630	658	651	4	NA	0.333333333333333
"Hypochaeris"	"Asteraceae"	"genus"	"train"	535	585	551.333333333333	12	524	620	553.75	32	524	620	553.090909090909	44	0.5	NA
"Hypochaeris_glabra"	"Asteraceae"	"species"	"train"	535	542	538.5	4	542	553	547.5	4	535	553	543	8	NA	0.333333333333333
"Hypochaeris_maculata"	"Asteraceae"	"species"	"train"	542	585	563.5	4	542	542	542	4	542	585	552.75	8	NA	0.166666666666667
"Hypochaeris_radicata"	"Asteraceae"	"species"	"train"	552	552	552	4	524	620	556.75	24	524	620	556.071428571429	28	NA	0
"Hypochrysops"	"Lycaenidae"	"genus"	"train"	307	658	590.5	10	505	658	645.55	20	307	658	627.2	30	0.1	NA
"Hypochrysops_apelles"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	3	658	658	658	5	NA	0
"Hypochrysops_digglesii"	"Lycaenidae"	"species"	"train"	307	658	482.5	2	658	658	658	2	307	658	570.25	4	NA	0.1
"Hypochrysops_ignita"	"Lycaenidae"	"species"	"train"	550	550	550	2	505	658	627.4	5	505	658	605.285714285714	7	NA	0
"Hypochrysops_polycletus"	"Lycaenidae"	"species"	"train"	550	658	604	2	562	658	626	3	550	658	617.2	5	NA	0
"Hypochrysops_pythias"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	7	658	658	658	9	NA	0
"Hypolycaena"	"Lycaenidae"	"genus"	"train"	407	658	532.5	2	658	658	658	6	407	658	626.625	8	0.5	NA
"Hypolycaena_phorbas"	"Lycaenidae"	"species"	"train"	407	658	532.5	2	658	658	658	6	407	658	626.625	8	NA	0.5
"Iaspis"	"Lycaenidae"	"genus"	"train"	632	658	645	2	658	658	658	3	632	658	652.8	5	0	NA
"Iaspis_andersoni"	"Lycaenidae"	"species"	"train"	632	658	645	2	658	658	658	3	632	658	652.8	5	NA	0
"Icaricia"	"Lycaenidae"	"genus"	"train"	658	658	658	14	307	658	652.933673469388	196	307	658	653.271428571429	210	0.142857142857143	NA
"Icaricia_acmon"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	20	658	658	658	22	NA	0
"Icaricia_icarioides"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	9	658	658	658	11	NA	0
"Icaricia_lupini"	"Lycaenidae"	"species"	"train"	658	658	658	2	628	658	657.466666666667	75	628	658	657.480519480519	77	NA	0
"Icaricia_monticola"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	2	658	658	658	4	NA	0.142857142857143
"Icaricia_neurona"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	5	658	658	658	7	NA	0
"Icaricia_saepiolus"	"Lycaenidae"	"species"	"train"	658	658	658	2	307	658	644.060606060606	66	307	658	644.470588235294	68	NA	0
"Icaricia_shasta"	"Lycaenidae"	"species"	"train"	658	658	658	2	625	658	656.263157894737	19	625	658	656.428571428571	21	NA	0
"Iolana"	"Lycaenidae"	"genus"	"train"	658	658	658	2	654	658	656.636363636364	11	654	658	656.846153846154	13	0	NA
"Iolana_iolas"	"Lycaenidae"	"species"	"train"	658	658	658	2	654	658	656.636363636364	11	654	658	656.846153846154	13	NA	0
"Ionactis"	"Asteraceae"	"genus"	"train"	552	552	552	4	552	553	552.333333333333	6	552	553	552.2	10	1	NA
"Ionactis_linariifolia"	"Asteraceae"	"species"	"train"	552	552	552	4	552	553	552.333333333333	6	552	553	552.2	10	NA	1
"Jamides"	"Lycaenidae"	"genus"	"train"	550	658	635.375	8	307	658	620.410256410256	39	307	658	622.957446808511	47	0	NA
"Jamides_aleuas"	"Lycaenidae"	"species"	"train"	550	658	604	2	649	658	655	3	550	658	634.6	5	NA	0
"Jamides_bochus"	"Lycaenidae"	"species"	"train"	618	627	622.5	2	618	657	634	3	618	657	629.4	5	NA	0
"Jamides_celeno"	"Lycaenidae"	"species"	"train"	656	658	657	2	307	658	610.678571428571	28	307	658	613.766666666667	30	NA	0
"Jamides_cyta"	"Lycaenidae"	"species"	"train"	658	658	658	2	598	658	646	5	598	658	649.428571428571	7	NA	0
"Janthecla"	"Lycaenidae"	"genus"	"train"	658	658	658	4	617	658	646.833333333333	6	617	658	651.3	10	0	NA
"Janthecla_janthina"	"Lycaenidae"	"species"	"train"	658	658	658	2	632	658	649.333333333333	3	632	658	652.8	5	NA	0
"Janthecla_rocena"	"Lycaenidae"	"species"	"train"	658	658	658	2	617	658	644.333333333333	3	617	658	649.8	5	NA	0
"Koeleria"	"Poaceae"	"genus"	"train"	542	542	542	4	542	549	544.333333333333	6	542	549	543.4	10	0	NA
"Koeleria_macrantha"	"Poaceae"	"species"	"train"	542	542	542	4	542	549	544.333333333333	6	542	549	543.4	10	NA	0
"Kretania"	"Lycaenidae"	"genus"	"train"	614	658	650.666666666667	6	612	658	650.434782608696	23	612	658	650.48275862069	29	0	NA
"Kretania_eurypilus"	"Lycaenidae"	"species"	"train"	658	658	658	2	612	658	647	10	612	658	648.833333333333	12	NA	0
"Kretania_sephirus"	"Lycaenidae"	"species"	"train"	614	658	636	2	624	658	652.333333333333	6	614	658	648.25	8	NA	0
"Kretania_trappi"	"Lycaenidae"	"species"	"train"	658	658	658	2	632	658	653.714285714286	7	632	658	654.666666666667	9	NA	0
"Krigia"	"Asteraceae"	"genus"	"train"	552	552	552	4	552	553	552.5	4	552	553	552.25	8	0	NA
"Krigia_biflora"	"Asteraceae"	"species"	"train"	552	552	552	4	552	553	552.5	4	552	553	552.25	8	NA	0
"Lactuca"	"Asteraceae"	"genus"	"train"	522	572	551.142857142857	28	522	607	559.05	80	522	607	557	108	0.428571428571429	NA
"Lactuca_biennis"	"Asteraceae"	"species"	"train"	553	553	553	4	549	553	551	4	549	553	552	8	NA	0
"Lactuca_canadensis"	"Asteraceae"	"species"	"train"	522	551	536.5	4	549	607	561	12	522	607	554.875	16	NA	0.0714285714285714
"Lactuca_saligna"	"Asteraceae"	"species"	"train"	542	552	547	4	542	542	542	4	542	552	544.5	8	NA	0.0714285714285714
"Lactuca_sativa"	"Asteraceae"	"species"	"train"	552	552	552	4	522	581	567.5	12	522	581	563.625	16	NA	0.142857142857143
"Lactuca_serriola"	"Asteraceae"	"species"	"train"	553	566	559.5	4	542	572	552.636363636364	22	542	572	553.692307692308	26	NA	0.0714285714285714
"Lactuca_tatarica"	"Asteraceae"	"species"	"train"	552	572	562	4	549	569	559.833333333333	12	549	572	560.375	16	NA	0
"Lactuca_undulata"	"Asteraceae"	"species"	"train"	531	565	548	4	564	569	566.714285714286	14	531	569	562.555555555556	18	NA	0.0714285714285714
"Laeosopis"	"Lycaenidae"	"genus"	"train"	624	658	641	2	621	658	653	13	621	658	651.4	15	0	NA
"Laeosopis_roboris"	"Lycaenidae"	"species"	"train"	624	658	641	2	621	658	653	13	621	658	651.4	15	NA	0
"Lampides"	"Lycaenidae"	"genus"	"train"	550	658	604	2	302	658	609.35632183908	174	302	658	609.295454545455	176	0	NA
"Lampides_boeticus"	"Lycaenidae"	"species"	"train"	550	658	604	2	302	658	609.35632183908	174	302	658	609.295454545455	176	NA	0
"Lamprospilus"	"Lycaenidae"	"genus"	"train"	658	658	658	2	656	658	657.333333333333	3	656	658	657.6	5	0	NA
"Lamprospilus_collucia"	"Lycaenidae"	"species"	"train"	658	658	658	2	656	658	657.333333333333	3	656	658	657.6	5	NA	0
"Lapsana"	"Asteraceae"	"genus"	"train"	527	542	534.5	4	539	607	553.857142857143	14	527	607	549.555555555556	18	0	NA
"Lapsana_communis"	"Asteraceae"	"species"	"train"	527	542	534.5	4	539	607	553.857142857143	14	527	607	549.555555555556	18	NA	0
"Leontodon"	"Asteraceae"	"genus"	"train"	529	552	543.166666666667	12	503	552	536.8	20	503	552	539.1875	32	0	NA
"Leontodon_autumnalis"	"Asteraceae"	"species"	"train"	552	552	552	4	503	552	532.2	10	503	552	537.857142857143	14	NA	0
"Leontodon_hispidus"	"Asteraceae"	"species"	"train"	542	542	542	4	542	552	547	4	542	552	544.5	8	NA	0
"Leontodon_saxatilis"	"Asteraceae"	"species"	"train"	529	542	535.5	4	529	542	537.666666666667	6	529	542	536.8	10	NA	0
"Leptotes"	"Lycaenidae"	"genus"	"train"	615	658	652.625	8	373	658	645.694029850746	134	373	658	646.084507042254	142	0	NA
"Leptotes_cassius"	"Lycaenidae"	"species"	"train"	658	658	658	2	565	658	653.161290322581	31	565	658	653.454545454545	33	NA	0
"Leptotes_marina"	"Lycaenidae"	"species"	"train"	658	658	658	2	620	658	655.214285714286	14	620	658	655.5625	16	NA	0
"Leptotes_pirithous"	"Lycaenidae"	"species"	"train"	658	658	658	2	562	658	655.962025316456	79	562	658	656.012345679012	81	NA	0
"Leptotes_plinius"	"Lycaenidae"	"species"	"train"	615	658	636.5	2	373	658	528.1	10	373	658	546.166666666667	12	NA	0
"Leymus"	"Poaceae"	"genus"	"train"	546	552	550	8	518	552	546.076923076923	26	518	552	547	34	0.5	NA
"Leymus_arenarius"	"Poaceae"	"species"	"train"	546	550	548	4	542	549	545.5	4	542	550	546.75	8	NA	0.5
"Leymus_mollis"	"Poaceae"	"species"	"train"	552	552	552	4	518	552	546.181818181818	22	518	552	547.076923076923	26	NA	0
"Lolium"	"Poaceae"	"genus"	"train"	524	552	544	12	542	552	547.363636363636	22	524	552	546.176470588235	34	0.5	NA
"Lolium_arundinaceum"	"Poaceae"	"species"	"train"	524	551	537.5	4	547	552	548.4	10	524	552	545.285714285714	14	NA	0
"Lolium_perenne"	"Poaceae"	"species"	"train"	546	549	547.5	4	542	549	543.75	8	542	549	545	12	NA	0.166666666666667
"Lolium_temulentum"	"Poaceae"	"species"	"train"	542	552	547	4	552	552	552	4	542	552	549.5	8	NA	0.333333333333333
"Lucia"	"Lycaenidae"	"genus"	"train"	658	658	658	2	505	658	596.333333333333	3	505	658	621	5	0	NA
"Lucia_limbaria"	"Lycaenidae"	"species"	"train"	658	658	658	2	505	658	596.333333333333	3	505	658	621	5	NA	0
"Luthrodes"	"Lycaenidae"	"genus"	"train"	658	658	658	2	562	658	625.333333333333	6	562	658	633.5	8	0	NA
"Luthrodes_pandava"	"Lycaenidae"	"species"	"train"	658	658	658	2	562	658	625.333333333333	6	562	658	633.5	8	NA	0
"Lycaena"	"Lycaenidae"	"genus"	"train"	609	658	654.5	18	546	658	652.984674329502	261	546	658	653.082437275986	279	0	NA
"Lycaena_alciphron"	"Lycaenidae"	"species"	"train"	654	658	656	2	615	658	654.034482758621	29	615	658	654.161290322581	31	NA	0
"Lycaena_cupreus"	"Lycaenidae"	"species"	"train"	652	658	655	2	576	658	651.166666666667	12	576	658	651.714285714286	14	NA	0
"Lycaena_dispar"	"Lycaenidae"	"species"	"train"	609	658	633.5	2	606	658	652.882352941176	17	606	658	650.842105263158	19	NA	0
"Lycaena_helle"	"Lycaenidae"	"species"	"train"	654	658	656	2	546	658	638.0625	16	546	658	640.055555555556	18	NA	0
"Lycaena_hippothoe"	"Lycaenidae"	"species"	"train"	658	658	658	2	610	658	653.032258064516	31	610	658	653.333333333333	33	NA	0
"Lycaena_phlaeas"	"Lycaenidae"	"species"	"train"	658	658	658	2	615	658	655.462686567164	67	615	658	655.536231884058	69	NA	0
"Lycaena_thersamon"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	2	658	658	658	4	NA	0
"Lycaena_tityrus"	"Lycaenidae"	"species"	"train"	658	658	658	2	595	658	653.214285714286	56	595	658	653.379310344828	58	NA	0
"Lycaena_virgaureae"	"Lycaenidae"	"species"	"train"	658	658	658	2	625	658	654.322580645161	31	625	658	654.545454545455	33	NA	0
"Lygodesmia"	"Asteraceae"	"genus"	"train"	552	552	552	4	552	553	552.5	4	552	553	552.25	8	0.5	NA
"Lygodesmia_juncea"	"Asteraceae"	"species"	"train"	552	552	552	4	552	553	552.5	4	552	553	552.25	8	NA	0.5
"Lysandra"	"Lycaenidae"	"genus"	"train"	658	658	658	4	470	658	650.317073170732	205	470	658	650.464114832536	209	0	NA
"Lysandra_bellargus"	"Lycaenidae"	"species"	"train"	658	658	658	2	470	658	648.663366336634	101	470	658	648.844660194175	103	NA	0
"Lysandra_coridon"	"Lycaenidae"	"species"	"train"	658	658	658	2	527	658	651.923076923077	104	527	658	652.037735849057	106	NA	0
"Maculinea"	"Lycaenidae"	"genus"	"train"	577	622	599.5	2	574	622	603.4	5	574	622	602.285714285714	7	0	NA
"Maculinea_arion"	"Lycaenidae"	"species"	"train"	577	622	599.5	2	574	622	603.4	5	574	622	602.285714285714	7	NA	0
"Melica"	"Poaceae"	"genus"	"train"	542	603	566.833333333333	12	514	603	586.625	32	514	603	581.227272727273	44	0.166666666666667	NA
"Melica_altissima"	"Poaceae"	"species"	"train"	552	603	577.5	4	552	603	577.5	4	552	603	577.5	8	NA	0.166666666666667
"Melica_subulata"	"Poaceae"	"species"	"train"	552	603	577.5	4	603	603	603	22	552	603	599.076923076923	26	NA	0
"Melica_uniflora"	"Poaceae"	"species"	"train"	542	549	545.5	4	514	542	532.666666666667	6	514	549	537.8	10	NA	0
"Microseris"	"Asteraceae"	"genus"	"train"	552	552	552	4	552	552	552	4	552	552	552	8	0	NA
"Microseris_nutans"	"Asteraceae"	"species"	"train"	552	552	552	4	552	552	552	4	552	552	552	8	NA	0
"Milium"	"Poaceae"	"genus"	"train"	542	552	547	4	542	575	555	14	542	575	553.222222222222	18	0	NA
"Milium_effusum"	"Poaceae"	"species"	"train"	542	552	547	4	542	575	555	14	542	575	553.222222222222	18	NA	0
"Ministrymon"	"Lycaenidae"	"genus"	"train"	658	658	658	4	576	658	652	14	576	658	653.333333333333	18	0	NA
"Ministrymon_azia"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	8	658	658	658	10	NA	0
"Ministrymon_leda"	"Lycaenidae"	"species"	"train"	658	658	658	2	576	658	644	6	576	658	647.5	8	NA	0
"Mulsantina"	"Coccinellidae"	"genus"	"train"	543	558	550.5	2	426	658	557.5	14	426	658	556.625	16	0	NA
"Mulsantina_picta"	"Coccinellidae"	"species"	"train"	543	558	550.5	2	426	658	557.5	14	426	658	556.625	16	NA	0
"Mycelis"	"Asteraceae"	"genus"	"train"	542	552	547	4	529	552	546	14	529	552	546.222222222222	18	0	NA
"Mycelis_muralis"	"Asteraceae"	"species"	"train"	542	552	547	4	529	552	546	14	529	552	546.222222222222	18	NA	0
"Myrrha"	"Coccinellidae"	"genus"	"train"	658	658	658	2	477	658	639.136363636364	22	477	658	640.708333333333	24	0	NA
"Myrrha_octodecimguttata"	"Coccinellidae"	"species"	"train"	658	658	658	2	477	658	639.136363636364	22	477	658	640.708333333333	24	NA	0
"Myzia"	"Coccinellidae"	"genus"	"train"	658	658	658	2	566	658	639.6	5	566	658	644.857142857143	7	0	NA
"Myzia_oblongoguttata"	"Coccinellidae"	"species"	"train"	658	658	658	2	566	658	639.6	5	566	658	644.857142857143	7	NA	0
"Nabalus"	"Asteraceae"	"genus"	"train"	537	553	545	4	552	553	552.666666666667	6	537	553	549.6	10	0	NA
"Nabalus_trifoliolatus"	"Asteraceae"	"species"	"train"	537	553	545	4	552	553	552.666666666667	6	537	553	549.6	10	NA	0
"Nacaduba"	"Lycaenidae"	"genus"	"train"	658	658	658	2	658	658	658	2	658	658	658	4	0	NA
"Nacaduba_pactolus"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	2	658	658	658	4	NA	0
"Nassella"	"Poaceae"	"genus"	"train"	553	657	621.25	8	558	657	622.444444444444	18	553	657	622.076923076923	26	0	NA
"Nassella_neesiana"	"Poaceae"	"species"	"train"	654	657	655.5	4	622	657	635.666666666667	6	622	657	643.6	10	NA	0
"Nassella_tenuissima"	"Poaceae"	"species"	"train"	553	621	587	4	558	633	615.833333333333	12	553	633	608.625	16	NA	0
"Neolycaena"	"Lycaenidae"	"genus"	"train"	658	658	658	2	578	658	637.166666666667	6	578	658	642.375	8	0	NA
"Neolycaena_rhymnus"	"Lycaenidae"	"species"	"train"	658	658	658	2	578	658	637.166666666667	6	578	658	642.375	8	NA	0
"Nephaspis"	"Coccinellidae"	"genus"	"train"	650	650	650	2	650	650	650	2	650	650	650	4	0	NA
"Nephaspis_indus"	"Coccinellidae"	"species"	"train"	650	650	650	2	650	650	650	2	650	650	650	4	NA	0
"Nephus"	"Coccinellidae"	"genus"	"train"	474	658	625	6	614	658	651.909090909091	22	474	658	646.142857142857	28	0	NA
"Nephus_bisignatus"	"Coccinellidae"	"species"	"train"	474	658	566	2	614	658	649.444444444444	9	474	658	634.272727272727	11	NA	0
"Nephus_quadrimaculatus"	"Coccinellidae"	"species"	"train"	645	657	651	2	618	658	648	4	618	658	649	6	NA	0
"Nephus_redtenbacheri"	"Coccinellidae"	"species"	"train"	658	658	658	2	641	658	656.111111111111	9	641	658	656.454545454545	11	NA	0
"Oenopia"	"Coccinellidae"	"genus"	"train"	658	658	658	2	590	658	641	4	590	658	646.666666666667	6	0	NA
"Oenopia_conglobata"	"Coccinellidae"	"species"	"train"	658	658	658	2	590	658	641	4	590	658	646.666666666667	6	NA	0
"Ogyris"	"Lycaenidae"	"genus"	"train"	550	658	631	4	505	658	630.333333333333	15	505	658	630.473684210526	19	0	NA
"Ogyris_amaryllis"	"Lycaenidae"	"species"	"train"	550	658	604	2	505	658	635	8	505	658	628.8	10	NA	0
"Ogyris_otanes"	"Lycaenidae"	"species"	"train"	658	658	658	2	625	625	625	7	625	658	632.333333333333	9	NA	0
"Oloptum"	"Poaceae"	"genus"	"train"	546	621	583.5	4	552	625	586.833333333333	12	546	625	586	16	0	NA
"Oloptum_miliaceum"	"Poaceae"	"species"	"train"	546	621	583.5	4	552	625	586.833333333333	12	546	625	586	16	NA	0
"Omalotheca"	"Asteraceae"	"genus"	"train"	542	552	544.5	8	542	552	545.333333333333	12	542	552	545	20	0.25	NA
"Omalotheca_supina"	"Asteraceae"	"species"	"train"	542	542	542	4	542	542	542	6	542	542	542	10	NA	0
"Omalotheca_sylvatica"	"Asteraceae"	"species"	"train"	542	552	547	4	542	552	548.666666666667	6	542	552	548	10	NA	0.25
"Onopordum"	"Asteraceae"	"genus"	"train"	542	542	542	4	542	571	556.5	4	542	571	549.25	8	0	NA
"Onopordum_acanthium"	"Asteraceae"	"species"	"train"	542	542	542	4	542	571	556.5	4	542	571	549.25	8	NA	0
"Oryzopsis"	"Poaceae"	"genus"	"train"	552	603	577.5	4	552	553	552.4	10	552	603	559.571428571429	14	0	NA
"Oryzopsis_asperifolia"	"Poaceae"	"species"	"train"	552	603	577.5	4	552	553	552.4	10	552	603	559.571428571429	14	NA	0
"Ostrinotes"	"Lycaenidae"	"genus"	"train"	649	658	653.5	2	601	658	639	3	601	658	644.8	5	0	NA
"Ostrinotes_halciones"	"Lycaenidae"	"species"	"train"	649	658	653.5	2	601	658	639	3	601	658	644.8	5	NA	0
"Panthiades"	"Lycaenidae"	"genus"	"train"	656	658	657.5	4	649	658	657.25	12	649	658	657.3125	16	0	NA
"Panthiades_bathildis"	"Lycaenidae"	"species"	"train"	656	658	657	2	649	658	656.5	6	649	658	656.625	8	NA	0
"Panthiades_phaleros"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	6	658	658	658	8	NA	0
"Parapholis"	"Poaceae"	"genus"	"train"	542	555	548.5	4	542	542	542	4	542	555	545.25	8	0	NA
"Parapholis_strigosa"	"Poaceae"	"species"	"train"	542	555	548.5	4	542	542	542	4	542	555	545.25	8	NA	0
"Parrhasius"	"Lycaenidae"	"genus"	"train"	658	658	658	2	656	658	657.333333333333	3	656	658	657.6	5	0	NA
"Parrhasius_polibetes"	"Lycaenidae"	"species"	"train"	658	658	658	2	656	658	657.333333333333	3	656	658	657.6	5	NA	0
"Petrelaea"	"Lycaenidae"	"genus"	"train"	658	658	658	2	614	656	635	2	614	658	646.5	4	0	NA
"Petrelaea_dana"	"Lycaenidae"	"species"	"train"	658	658	658	2	614	656	635	2	614	658	646.5	4	NA	0
"Phalaris"	"Poaceae"	"genus"	"train"	549	549	549	4	522	570	538.923076923077	26	522	570	540.266666666667	30	0	NA
"Phalaris_arundinacea"	"Poaceae"	"species"	"train"	549	549	549	4	522	570	538.923076923077	26	522	570	540.266666666667	30	NA	0
"Phengaris"	"Lycaenidae"	"genus"	"train"	634	658	655	8	548	658	647.52358490566	212	548	658	647.795454545455	220	0	NA
"Phengaris_alcon"	"Lycaenidae"	"species"	"train"	658	658	658	2	548	658	651.171428571429	70	548	658	651.361111111111	72	NA	0
"Phengaris_arion"	"Lycaenidae"	"species"	"train"	634	658	646	2	581	658	643.975308641975	81	581	658	644.024096385542	83	NA	0
"Phengaris_nausithous"	"Lycaenidae"	"species"	"train"	658	658	658	2	558	658	647.84375	32	558	658	648.441176470588	34	NA	0
